What is your age,What is your gender identity,Other (please specify)...4,American Indian or Alaska Native,Asian or Asian American,Black or African American,Hispanic or Latino,Middle Eastern or North African,Native Hawaiian or other Pacific Islander,White,Another race,Other (please specify)...13,In what state or U.S. territory do you live?,What is the geography of your place of residence?,Which of the following best describes your current relationship status?,What is the highest level of education you have completed?,Protestantism,Catholicism,Christianity,Judaism,Islam,Buddhism,Hinduism,Native American,Inter/Non-denominational,No religion,Other (please specify)...28,RHISum,RHIMean,PeerMean,MentorMean,CommunityMean,Zest,Engagement,Authenticity,SocialScore,EmotionalScore,Loneliness
42,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Colorado,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,137,7.2105263157894735,3.4166666666666665,4.181818181818182,3.5714285714285716,3.6153846153846154,4.083333333333333,3.4166666666666665,0,0,0
26,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Minnesota,Urban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,132,6.947368421052632,4,3.909090909090909,2.9285714285714284,3.6153846153846154,3.3333333333333335,3.75,2,2,4
70,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,California,Suburban,Divorced,Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.6363636363636362,NA,3.6923076923076925,NA,2.75,1,0,1
42,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Massachusetts,Rural,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,123,6.473684210526316,3.4166666666666665,3.4545454545454546,3.142857142857143,3.4615384615384617,3.1666666666666665,3.3333333333333335,5,6,11
45,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Urban,Married,1 year of college,NA,NA,Christianity,NA,NA,NA,NA,NA,Inter/Non-denominational,NA,NA,126,6.631578947368421,4.25,3.1818181818181817,2.857142857142857,3.230769230769231,3.4166666666666665,3.5833333333333335,3,5,8
51,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,North Carolina,Suburban,Divorced,Completed graduate school,Protestantism,NA,NA,NA,NA,NA,NA,NA,Inter/Non-denominational,NA,NA,131,6.894736842105263,4.083333333333333,4.181818181818182,2.5714285714285716,3.769230769230769,3.9166666666666665,2.9166666666666665,0,1,1
45,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,127,6.684210526315789,3.75,3.6363636363636362,3,3.4615384615384617,4,2.8333333333333335,0,1,1
46,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Delaware,Suburban,Married,Completed graduate school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,5.578947368421052,3.3333333333333335,2.909090909090909,2.4285714285714284,2.6153846153846154,3,3,0,1,1
31,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Hawaii,Urban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,93,4.894736842105263,3.8333333333333335,2.090909090909091,1.7142857142857142,2.230769230769231,2.5833333333333335,2.75,0,2,2
35,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Texas,Urban,Married,2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,165,8.68421052631579,4.666666666666667,5,3.857142857142857,5,5,3.3333333333333335,0,0,0
42,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Michigan,Urban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiritual,NA,NA,2.8333333333333335,NA,3.2142857142857144,3.1538461538461537,3.0833333333333335,NA,5,4,9
38,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,California,Suburban,Married,Graduated from high school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3.3333333333333335,3.25,4,4,8
48,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Rural,Divorced,Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,109,5.7368421052631575,3.5833333333333335,3,2.357142857142857,2.769230769230769,3,3.0833333333333335,3,4,7
37,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Colorado,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,119,6.2631578947368425,4.583333333333333,3.272727272727273,2,3.230769230769231,3.0833333333333335,3.3333333333333335,0,4,4
67,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,135,7.105263157894737,3.75,3.909090909090909,3.357142857142857,3.6923076923076925,4,3.25,0,0,0
19,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,White,NA,NA,Illinois,Suburban,Cohabiting with a significant other or in a domestic partnership,11th grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,106,5.578947368421052,3.0833333333333335,3.1818181818181817,2.4285714285714284,2.230769230769231,3,3.4166666666666665,3,5,8
48,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Rural,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,98,5.157894736842105,2.75,2.727272727272727,2.5,2.3076923076923075,2.3333333333333335,3.3333333333333335,5,5,10
62,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Arizona,Urban,Divorced,1 year of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9166666666666665,NA,3.9285714285714284,3.923076923076923,3.9166666666666665,NA,5,5,10
54,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Exurban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,5.7368421052631575,3,3,2.857142857142857,2.923076923076923,3.0833333333333335,2.8333333333333335,4,6,10
45,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,New York,Suburban,Married,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,8.68421052631579,4.666666666666667,5,3.857142857142857,5,5,3.3333333333333335,0,0,0
37,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Georgia,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,NA,3,3,3,NA,3,5,6,11
49,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Michigan,Rural,Married,Some graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,113,5.947368421052632,4,3.1818181818181817,2.142857142857143,2.769230769230769,3,3.4166666666666665,4,6,10
27,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Indiana,Urban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,NA,NA,NA,NA,4.083333333333333,NA,2,6,8
75,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Urban,Married,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,5.842105263157895,2.9166666666666665,3.272727272727273,2.857142857142857,3.230769230769231,3.0833333333333335,2.6666666666666665,2,1,3
41,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Arizona,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,96,5.052631578947368,2.6666666666666665,3.272727272727273,2,2.076923076923077,2.0833333333333335,3.6666666666666665,5,5,10
35,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Married,Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,100,5.2631578947368425,2.5833333333333335,2.909090909090909,2.642857142857143,2.3846153846153846,2.5833333333333335,3.1666666666666665,5,6,11
21,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Illinois,Urban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,132,6.947368421052632,3.9166666666666665,3.4545454545454546,3.357142857142857,3.5384615384615383,3.5,3.6666666666666665,2,5,7
31,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Illinois,Rural,Married,Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,125,6.578947368421052,3.75,4.090909090909091,2.5,3.1538461538461537,3.1666666666666665,3.8333333333333335,4,5,9
31,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Connecticut,Rural,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,NA,3.1818181818181817,3,NA,3.4166666666666665,3.0833333333333335,5,4,9
37,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Urban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,115,6.052631578947368,3.3333333333333335,3.5454545454545454,2.5714285714285716,2.923076923076923,3.25,3.1666666666666665,5,3,8
43,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,"Single, never married",Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,6.631578947368421,4,3.8181818181818183,2.5714285714285716,3.1538461538461537,3.5,3.5833333333333335,0,2,2
40,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New Jersey,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,123,6.473684210526316,3.75,4.090909090909091,2.357142857142857,3,3.5,3.5,4,1,5
33,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Alabama,Suburban,Married,Completed graduate school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,134,7.052631578947368,4.666666666666667,3,3.2142857142857144,3.923076923076923,3.9166666666666665,3,0,0,0
33,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,North Carolina,Suburban,Married,1 year of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiritual,71,3.736842105263158,3.1666666666666665,1,1.5714285714285714,1.6153846153846154,1.9166666666666667,2.25,5,6,11
36,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Urban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,5.105263157894737,2.6666666666666665,2.5454545454545454,2.642857142857143,2.5384615384615383,2.4166666666666665,2.9166666666666665,4,5,9
36,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Virginia,Rural,Married,Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,7.631578947368421,4.166666666666667,4.7272727272727275,3.0714285714285716,3.923076923076923,3.6666666666666665,4.166666666666667,2,5,7
32,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Georgia,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,118,6.2105263157894735,3.6666666666666665,3.4545454545454546,2.5714285714285716,3.1538461538461537,3.3333333333333335,3.0833333333333335,4,2,6
45,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Vermont,Rural,Separated,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,137,7.2105263157894735,4.166666666666667,4.090909090909091,3,3.5384615384615383,4,3.5833333333333335,1,2,3
22,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Rural,"Single, never married",Some graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,105,5.526315789473684,3.1666666666666665,3.6363636363636362,1.9285714285714286,2.6153846153846154,2.5833333333333335,3.3333333333333335,4,6,10
40,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Kentucky,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,Buddhism,NA,NA,NA,NA,NA,131,6.894736842105263,3.75,3.727272727272727,3.2142857142857144,3.3076923076923075,4.166666666666667,3.1666666666666665,4,3,7
30,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,California,Urban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,149,7.842105263157895,4.666666666666667,4.454545454545454,3.142857142857143,4.230769230769231,4.5,3.3333333333333335,0,0,0
36,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Washington,Suburban,Married,3 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,No religion,NA,147,7.7368421052631575,4.25,4.363636363636363,3.4285714285714284,4.230769230769231,4.416666666666667,3.25,0,1,1
38,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Texas,Suburban,Married,Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,116,6.105263157894737,3.4166666666666665,3.3636363636363638,2.7142857142857144,3,3.3333333333333335,3.0833333333333335,1,0,1
27,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,White,NA,NA,New York,Urban,Separated,3 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,161,8.473684210526315,5,4.818181818181818,3.4285714285714284,4.230769230769231,4.666666666666667,4.166666666666667,0,1,1
41,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,87,4.578947368421052,2.9166666666666665,2.4545454545454546,1.7857142857142858,2.1538461538461537,2.4166666666666665,2.5,5,6,11
26,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,South Carolina,Urban,Married,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paganism,123,6.473684210526316,3.75,4,2.4285714285714284,2.6923076923076925,3.3333333333333335,4,3,3,6
39,Cisgender woman,Biological woman,American Indian or Alaska Native,NA,Black or African American,NA,NA,NA,White,NA,NA,Florida,Rural,Cohabiting with a significant other or in a domestic partnership,Some graduate school,NA,Catholicism,NA,NA,NA,NA,NA,Native American,NA,NA,NA,NA,NA,3,NA,1.7857142857142858,NA,2.3333333333333335,2.8333333333333335,5,3,8
38,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Urban,Separated,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,117,6.157894736842105,3.5833333333333335,3.1818181818181817,2.7857142857142856,3.3076923076923075,3.1666666666666665,3,0,0,0
41,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Suburban,Married,Completed graduate school,NA,NA,NA,Judaism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.090909090909091,4.142857142857143,3.5384615384615383,3.9166666666666665,NA,5,5,10
36,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Mississippi,Rural,Married,2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,136,7.157894736842105,4,4.454545454545454,2.7857142857142856,3.4615384615384617,3.8333333333333335,3.75,2,5,7
36,Cisgender man,NA,American Indian or Alaska Native,NA,Black or African American,NA,NA,NA,NA,NA,NA,Maryland,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,Islam,NA,NA,Native American,NA,NA,NA,90,4.7368421052631575,2.6666666666666665,3,1.7857142857142858,2.3846153846153846,2.1666666666666665,2.75,5,0,5
25,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Suburban,"Single, never married",Completed graduate school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,6.7368421052631575,3.9166666666666665,4.090909090909091,2.5714285714285716,3.4615384615384617,3.4166666666666665,3.5,0,0,0
30,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,104,5.473684210526316,3.9166666666666665,3,1.7142857142857142,2.4615384615384617,3.0833333333333335,2.9166666666666665,2,5,7
45,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Nevada,Urban,Prefer not to answer,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,107,5.631578947368421,2.8333333333333335,3.090909090909091,2.7857142857142856,3.1538461538461537,2.5,3,5,6,11
40,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Illinois,Urban,Divorced,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,3.5833333333333335,4.363636363636363,NA,NA,3.3333333333333335,3.4166666666666665,5,5,10
42,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,New York,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,2.8333333333333335,NA,3.0714285714285716,3,2.5833333333333335,NA,5,5,10
57,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,NA,Another race,NA,Pennsylvania,Suburban,Married,1 year of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Celtic patriarchal pagan,115,6.052631578947368,3.4166666666666665,4,2.142857142857143,2.8461538461538463,2.6666666666666665,3.8333333333333335,5,6,11
25,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Illinois,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,150,7.894736842105263,3.6666666666666665,3.909090909090909,4.5,4.230769230769231,4.166666666666667,3.75,2,6,8
29,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Urban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,6.631578947368421,3.4166666666666665,3.3636363636363638,3.4285714285714284,3.4615384615384617,3.5833333333333335,3.1666666666666665,2,5,7
45,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Maryland,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,104,5.473684210526316,2.75,2.5454545454545454,3.0714285714285716,3.3076923076923075,2.9166666666666665,2.1666666666666665,5,6,11
57,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Colorado,Urban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,125,6.578947368421052,3.5,3.8181818181818183,2.9285714285714284,3.230769230769231,3.5833333333333335,3.3333333333333335,4,2,6
23,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Kansas,Suburban,"Single, never married",10th grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,115,6.052631578947368,3.5833333333333335,3.727272727272727,2.2142857142857144,2.6923076923076925,3,3.6666666666666665,5,6,11
25,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Suburban,"Single, never married",Graduated from high school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,4.947368421052632,2.75,2.3636363636363638,2.5,2.3846153846153846,2.75,2.5,5,5,10
38,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Oregon,Urban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,100,5.2631578947368425,3.1666666666666665,3,2.0714285714285716,2.5384615384615383,2.8333333333333335,2.75,3,5,8
57,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Maryland,Suburban,Married,2 years of college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,5.052631578947368,3.25,2.727272727272727,1.9285714285714286,2.076923076923077,2.75,3,5,6,11
34,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Connecticut,Suburban,Cohabiting with a significant other or in a domestic partnership,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,4.166666666666667,3.6363636363636362,NA,NA,3.75,3.5,0,1,1
32,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,California,Urban,"Single, never married",Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,146,7.684210526315789,4.083333333333333,3.272727272727273,4.357142857142857,4,4.083333333333333,3.75,2,5,7
37,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Georgia,Suburban,Married,Completed graduate school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,5.894736842105263,3.5833333333333335,3.1818181818181817,2.4285714285714284,2.769230769230769,3.3333333333333335,3,3,2,5
40,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Arizona,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,3.8333333333333335,NA,1.7857142857142858,2.6923076923076925,3.0833333333333335,NA,0,2,2
33,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Indiana,Suburban,Married,Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.636363636363637,NA,NA,NA,NA,0,3,3
45,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Virginia,Rural,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,116,6.105263157894737,3.1666666666666665,3.6363636363636362,2.7142857142857144,2.6923076923076925,2.8333333333333335,3.9166666666666665,5,6,11
23,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Connecticut,Suburban,"Single, never married",Completed graduate school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,119,6.2631578947368425,3.4166666666666665,2.8181818181818183,3.357142857142857,3.230769230769231,3.1666666666666665,3.25,5,6,11
27,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Georgia,Suburban,"Single, never married",3 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,66,3.473684210526316,2.3333333333333335,1.9090909090909092,1.2142857142857142,1.2307692307692308,2,2.1666666666666665,5,6,11
31,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,White,NA,NA,New York,Urban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,111,5.842105263157895,3.4166666666666665,2.6363636363636362,2.9285714285714284,3.076923076923077,2.75,3.1666666666666665,5,6,11
71,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Kentucky,Suburban,Divorced,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,108,5.684210526315789,3.75,2.8181818181818183,2.2857142857142856,3.076923076923077,3.0833333333333335,2.5833333333333335,4,4,8
67,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Oregon,Rural,Married,Some graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,117,6.157894736842105,3.25,3.3636363636363638,2.9285714285714284,3.3846153846153846,3.4166666666666665,2.6666666666666665,3,1,4
21,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,White,NA,NA,Georgia,Suburban,"Single, never married",1 year of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,142,7.473684210526316,3.9166666666666665,5,2.857142857142857,3.923076923076923,3.5,4.083333333333333,0,6,6
44,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Urban,Married,Completed graduate school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,121,6.368421052631579,3.5833333333333335,3.272727272727273,3,3.230769230769231,3.1666666666666665,3.4166666666666665,4,4,8
25,Cisgender woman,NA,NA,NA,NA,NA,Middle Eastern or North African,NA,NA,NA,NA,District of Columbia (DC),Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,Islam,NA,NA,NA,NA,NA,NA,128,6.7368421052631575,3.5833333333333335,3.090909090909091,3.642857142857143,3.5384615384615383,3.6666666666666665,3.1666666666666665,5,5,10
30,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Massachusetts,Suburban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,88,4.631578947368421,3.3333333333333335,1.5454545454545454,2.2142857142857144,2.3076923076923075,2.5833333333333335,2.25,2,0,2
32,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,White,NA,NA,Texas,Urban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,99,5.2105263157894735,2.9166666666666665,3,2.2142857142857144,2.5384615384615383,2.5833333333333335,2.9166666666666665,5,6,11
63,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New Jersey,Suburban,Married,2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8181818181818183,2.9285714285714284,NA,4.083333333333333,2.9166666666666665,0,0,0
50,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,North Carolina,Suburban,"Single, never married",Completed graduate school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,6.842105263157895,3.3333333333333335,3.727272727272727,3.5,3.6153846153846154,4,2.9166666666666665,5,4,9
31,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,South Dakota,Urban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,3.1666666666666665,2.3636363636363638,NA,NA,2.5833333333333335,2.75,3,0,3
45,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Washington,Suburban,Divorced,Graduated from college,NA,NA,NA,NA,NA,Buddhism,NA,NA,NA,NA,NA,109,5.7368421052631575,3.0833333333333335,3.1818181818181817,2.642857142857143,3.1538461538461537,2.75,2.9166666666666665,3,6,9
63,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Married,Graduated from college,NA,NA,NA,Judaism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.857142857142857,NA,3,2.8333333333333335,3,1,4
